Date,Hour,Temperature,Relative_Humidity,Geopotential_Pressure,Wind_Direction,Wind_Velocity_KM_H
23/03/2000,09Z,13.2,75,1014.3 Hpa,190º (S),5.6
23/03/2000,06Z,10.9,89,1012.3 Hpa,220º (SW),7.4
22/03/2000,21Z,13.8,78,1011.9 Hpa,170º (S),7.4
22/03/2000,18Z,15.5,69,1011.1 Hpa,200º (S),11.1
22/03/2000,15Z,13.3,82,1011.1 Hpa,calm,0
22/03/2000,12Z,12.7,88,1013.0 Hpa,260º (W),22.2
22/03/2000,09Z,13.4,90,1011.9 Hpa,calm,0
22/03/2000,06Z,15.1,80,1010.3 Hpa,calm,0
21/03/2000,09Z,15.4,62,1010.7 Hpa,110º (E),7.4
21/03/2000,06Z,11.6,73,1010.3 Hpa,30º (NE),5.6
20/03/2000,21Z,17.6,59,1011.1 Hpa,240º (SW),1.9
20/03/2000,18Z,22.0,44,1009.8 Hpa,220º (SW),18.5
20/03/2000,15Z,23.6,41,1011.0 Hpa,250º (W),3.7
20/03/2000,12Z,19.6,48,1013.4 Hpa,180º (S),3.7
20/03/2000,09Z,14.2,75,1014.3 Hpa,30º (NE),7.4
20/03/2000,06Z,10.4,94,1013.9 Hpa,calm,0
19/03/2000,18Z,22.2,52,1014.6 Hpa,230º (SW),16.7
19/03/2000,15Z,24.2,39,1014.9 Hpa,230º (SW),18.5
19/03/2000,12Z,21.0,47,1017.3 Hpa,260º (W),11.1
19/03/2000,06Z,9.6,86,1017.2 Hpa,calm,0
18/03/2000,21Z,18.9,55,1017.0 Hpa,300º (NW),11.1
18/03/2000,18Z,25.4,27,1015.4 Hpa,160º (S),3.7
18/03/2000,15Z,25.3,31,1015.8 Hpa,40º (NE),9.3
18/03/2000,12Z,21.0,45,1018.2 Hpa,70º (E),3.7
18/03/2000,09Z,14.3,68,1019.5 Hpa,30º (NE),7.4
18/03/2000,06Z,8.0,84,1019.1 Hpa,calm,0
17/03/2000,21Z,17.8,54,1019.8 Hpa,160º (S),5.6
17/03/2000,18Z,23.4,34,1018.6 Hpa,120º (SE),9.3
17/03/2000,15Z,23.2,40,1019.8 Hpa,90º (E),20.4
17/03/2000,12Z,20.8,47,1021.9 Hpa,90º (E),18.5
17/03/2000,09Z,15.4,66,1022.3 Hpa,70º (E),11.1
17/03/2000,06Z,11.4,73,1021.3 Hpa,40º (NE),7.4
16/03/2000,21Z,19.0,59,1020.7 Hpa,calm,0
16/03/2000,18Z,25.0,34,1019.3 Hpa,240º (SW),11.1
16/03/2000,15Z,25.8,30,1019.0 Hpa,240º (SW),5.6
16/03/2000,12Z,22.0,38,1020.6 Hpa,70º (E),14.8
16/03/2000,09Z,16.4,54,1021.1 Hpa,50º (NE),14.8
16/03/2000,06Z,10.6,79,1020.3 Hpa,calm,0
15/03/2000,21Z,18.6,52,1021.1 Hpa,310º (NW),5.6
15/03/2000,18Z,24.4,38,1020.3 Hpa,270º (W),3.7
15/03/2000,15Z,24.4,37,1021.8 Hpa,50º (NE),9.3
15/03/2000,12Z,21.2,47,1024.8 Hpa,80º (E),7.4
15/03/2000,09Z,16.2,59,1025.5 Hpa,70º (E),18.5
15/03/2000,06Z,11.2,80,1024.8 Hpa,20º (N),5.6
14/03/2000,21Z,-,0,1023.6 Hpa,90º (E),9.3
14/03/2000,18Z,23.4,41,1021.5 Hpa,60º (NE),3.7
14/03/2000,15Z,23.2,32,1021.5 Hpa,80º (E),20.4
14/03/2000,12Z,19.0,70,1023.8 Hpa,70º (E),16.7
14/03/2000,09Z,13.0,90,1023.8 Hpa,90º (E),11.1
14/03/2000,06Z,11.4,94,1022.2 Hpa,90º (E),9.3
13/03/2000,18Z,20.4,54,1020.7 Hpa,240º (SW),18.5
13/03/2000,15Z,21.2,49,1020.2 Hpa,270º (W),9.3
13/03/2000,12Z,19.2,54,1022.0 Hpa,330º (NW),9.3
13/03/2000,09Z,13.4,83,1021.6 Hpa,calm,0
13/03/2000,06Z,11.8,97,1020.4 Hpa,calm,0
12/03/2000,21Z,15.6,74,1019.9 Hpa,220º (SW),9.3
12/03/2000,18Z,18.6,53,1018.6 Hpa,230º (SW),18.5
12/03/2000,15Z,18.6,53,1018.6 Hpa,230º (SW),18.5
12/03/2000,12Z,18.2,62,1019.5 Hpa,190º (S),11.1
12/03/2000,09Z,13.4,85,1020.3 Hpa,calm,0
12/03/2000,06Z,11.8,92,1019.6 Hpa,calm,0
11/03/2000,21Z,16.4,71,1018.7 Hpa,250º (W),13.0
11/03/2000,18Z,20.4,54,1017.7 Hpa,230º (SW),14.8
11/03/2000,15Z,25.6,24,1017.4 Hpa,240º (SW),22.2
11/03/2000,12Z,22.6,24,1019.0 Hpa,calm,0
11/03/2000,09Z,22.6,24,1019.0 Hpa,calm,0
11/03/2000,06Z,13.8,38,1018.7 Hpa,40º (NE),11.1
10/03/2000,21Z,20.2,38,1020.3 Hpa,60º (NE),3.7
10/03/2000,18Z,25.4,30,1019.8 Hpa,240º (SW),5.6
10/03/2000,15Z,28.2,17,1021.0 Hpa,80º (E),11.1
10/03/2000,12Z,24.8,29,1023.0 Hpa,90º (E),20.4
10/03/2000,09Z,16.2,48,1024.3 Hpa,60º (NE),20.4
10/03/2000,06Z,13.0,48,1023.7 Hpa,60º (NE),13.0
09/03/2000,21Z,17.0,39,1026.0 Hpa,360º (N),3.7
09/03/2000,18Z,23.2,25,1025.0 Hpa,70º (E),11.1
09/03/2000,15Z,24.2,31,1025.8 Hpa,80º (E),14.8
09/03/2000,12Z,20.0,42,1028.4 Hpa,70º (E),18.5
09/03/2000,09Z,14.8,53,1028.4 Hpa,60º (NE),14.8
09/03/2000,06Z,13.2,55,1027.3 Hpa,50º (NE),9.3
08/03/2000,21Z,17.6,52,1027.1 Hpa,190º (S),5.6
08/03/2000,18Z,24.4,29,1025.4 Hpa,70º (E),11.1
08/03/2000,15Z,27.2,26,1024.7 Hpa,80º (E),24.1
08/03/2000,12Z,22.8,31,1027.1 Hpa,60º (NE),20.4
08/03/2000,09Z,16.0,49,1027.1 Hpa,40º (NE),20.4
08/03/2000,06Z,12.6,58,1026.0 Hpa,50º (NE),16.7
07/03/2000,21Z,19.2,44,1025.6 Hpa,50º (NE),7.4
07/03/2000,18Z,24.6,20,1024.3 Hpa,70º (E),9.3
07/03/2000,15Z,24.6,21,1024.2 Hpa,70º (E),14.8
07/03/2000,12Z,20.4,43,1026.7 Hpa,70º (E),13.0
07/03/2000,09Z,13.4,66,1027.2 Hpa,60º (NE),18.5
07/03/2000,06Z,11.8,70,1025.8 Hpa,40º (NE),11.1
06/03/2000,21Z,17.3,58,1024.8 Hpa,210º (SW),5.6
06/03/2000,18Z,22.7,39,1023.4 Hpa,calm,0
06/03/2000,15Z,23.7,34,1023.8 Hpa,340º (N),5.6
06/03/2000,12Z,20.4,36,1025.5 Hpa,40º (NE),14.8
06/03/2000,09Z,14.6,51,1026.0 Hpa,60º (NE),11.1
06/03/2000,06Z,12.0,60,1024.5 Hpa,60º (NE),7.4
05/03/2000,21Z,16.6,54,1024.3 Hpa,160º (S),7.4
05/03/2000,18Z,23.2,28,1022.3 Hpa,calm,0
05/03/2000,15Z,25.2,22,1021.8 Hpa,230º (SW),5.6
05/03/2000,12Z,21.2,28,1024.0 Hpa,60º (NE),14.8
05/03/2000,09Z,13.4,51,1024.2 Hpa,50º (NE),20.4
05/03/2000,06Z,10.0,66,1022.8 Hpa,20º (N),7.4
04/03/2000,21Z,17.2,44,1021.9 Hpa,calm,0
04/03/2000,18Z,24.1,26,1020.7 Hpa,210º (SW),3.7
04/03/2000,15Z,23.5,25,1021.1 Hpa,50º (NE),7.4
04/03/2000,12Z,20.7,35,1023.5 Hpa,70º (E),5.6
04/03/2000,09Z,13.0,57,1024.2 Hpa,50º (NE),9.3
04/03/2000,06Z,8.9,79,1022.6 Hpa,30º (NE),3.7
03/03/2000,21Z,16.8,52,1022.8 Hpa,calm,0
03/03/2000,18Z,22.2,34,1021.8 Hpa,calm,0
03/03/2000,15Z,22.6,42,1021.8 Hpa,300º (NW),3.7
03/03/2000,12Z,19.2,44,1024.7 Hpa,calm,0
03/03/2000,09Z,13.2,70,1025.2 Hpa,70º (E),13.0
03/03/2000,06Z,9.8,78,1024.2 Hpa,30º (NE),13.0
02/03/2000,21Z,18.2,51,1024.3 Hpa,220º (SW),9.3
02/03/2000,18Z,22.8,33,1022.7 Hpa,20º (N),7.4
02/03/2000,15Z,22.8,34,1023.5 Hpa,calm,0
02/03/2000,12Z,20.2,35,1025.6 Hpa,140º (SE),5.6
02/03/2000,09Z,12.2,62,1026.0 Hpa,60º (NE),18.5
02/03/2000,06Z,9.8,76,1024.5 Hpa,50º (NE),3.7
01/03/2000,21Z,14.4,67,1024.4 Hpa,calm,0
01/03/2000,18Z,21.0,41,1022.3 Hpa,360º (N),9.3
01/03/2000,15Z,22.8,31,1022.7 Hpa,270º (W),9.3
01/03/2000,12Z,17.0,42,1025.5 Hpa,350º (N),5.6
01/03/2000,09Z,11.0,80,1026.2 Hpa,30º (NE),7.4
01/03/2000,06Z,7.8,100,1025.0 Hpa,calm,0
30/04/2000,21Z,14.0,95,1012.3 Hpa,320º (NW),7.4
30/04/2000,18Z,15.5,87,1011.1 Hpa,300º (NW),13.0
30/04/2000,15Z,19.6,59,1010.6 Hpa,330º (NW),9.3
30/04/2000,12Z,19.3,62,1011.0 Hpa,10º (N),13.0
30/04/2000,09Z,15.8,63,1011.9 Hpa,60º (NE),9.3
30/04/2000,06Z,13.5,79,1011.1 Hpa,70º (E),3.7
29/04/2000,18Z,18.0,51,1011.9 Hpa,180º (S),13.0
29/04/2000,15Z,19.0,42,1011.8 Hpa,130º (SE),3.7
29/04/2000,12Z,17.0,51,1013.1 Hpa,120º (SE),11.1
29/04/2000,09Z,14.0,75,1014.3 Hpa,80º (E),3.7
29/04/2000,06Z,11.6,85,1013.9 Hpa,10º (N),3.7
28/04/2000,18Z,16.6,52,1016.2 Hpa,260º (W),24.1
28/04/2000,12Z,16.6,49,1016.7 Hpa,240º (SW),3.7
28/04/2000,09Z,16.6,49,1016.7 Hpa,240º (SW),3.7
28/04/2000,06Z,7.8,91,1016.4 Hpa,calm,0
27/04/2000,21Z,13.0,66,1015.5 Hpa,290º (W),16.7
27/04/2000,18Z,14.5,68,1012.7 Hpa,calm,0
27/04/2000,15Z,16.9,54,1011.1 Hpa,310º (NW),22.2
27/04/2000,12Z,12.9,87,1011.8 Hpa,280º (W),13.0
27/04/2000,09Z,14.3,71,1011.9 Hpa,300º (NW),9.3
27/04/2000,06Z,11.0,88,1011.4 Hpa,270º (W),5.6
27/04/2000,00Z,13.4,85,1011.8 Hpa,280º (W),3.7
26/04/2000,21Z,13.4,85,1011.8 Hpa,280º (W),22.2
26/04/2000,18Z,16.6,54,1011.0 Hpa,320º (NW),18.5
26/04/2000,12Z,18.4,45,1012.7 Hpa,310º (NW),3.7
26/04/2000,09Z,15.4,68,1013.4 Hpa,320º (NW),1.9
26/04/2000,06Z,12.2,85,1013.1 Hpa,330º (NW),7.4
25/04/2000,21Z,15.6,78,1014.2 Hpa,280º (W),9.3
25/04/2000,18Z,19.2,63,1012.5 Hpa,240º (SW),24.1
25/04/2000,15Z,21.0,53,1012.6 Hpa,230º (SW),24.1
25/04/2000,12Z,21.2,45,1013.4 Hpa,240º (SW),22.2
25/04/2000,09Z,15.4,80,1013.9 Hpa,230º (SW),13.0
25/04/2000,06Z,11.8,89,1013.5 Hpa,calm,0
24/04/2000,21Z,18.0,58,1015.1 Hpa,280º (W),11.1
24/04/2000,18Z,23.6,34,1014.2 Hpa,calm,0
24/04/2000,15Z,23.6,34,1014.2 Hpa,calm,0
24/04/2000,12Z,20.0,45,1017.9 Hpa,40º (NE),9.3
24/04/2000,09Z,15.8,66,1019.9 Hpa,60º (NE),11.1
24/04/2000,06Z,11.2,87,1019.9 Hpa,60º (NE),7.4
23/04/2000,21Z,17.0,66,1023.5 Hpa,220º (SW),3.7
23/04/2000,18Z,19.8,44,1022.7 Hpa,150º (SE),5.6
23/04/2000,15Z,19.6,42,1023.6 Hpa,270º (W),7.4
23/04/2000,12Z,17.2,51,1025.6 Hpa,270º (W),9.3
23/04/2000,09Z,13.4,77,1026.2 Hpa,calm,0
23/04/2000,06Z,9.2,94,1025.6 Hpa,calm,0
22/04/2000,21Z,14.6,65,1020.3 Hpa,280º (W),18.5
22/04/2000,18Z,17.6,67,1017.4 Hpa,250º (W),18.5
22/04/2000,15Z,17.3,74,1017.0 Hpa,210º (SW),16.7
22/04/2000,12Z,14.5,91,1017.9 Hpa,270º (W),7.4
22/04/2000,09Z,16.8,88,1016.6 Hpa,230º (SW),24.1
22/04/2000,06Z,14.6,91,1016.6 Hpa,200º (S),5.6
21/04/2000,21Z,18.2,76,1017.1 Hpa,260º (W),13.0
21/04/2000,18Z,21.6,64,1016.2 Hpa,240º (SW),20.4
21/04/2000,15Z,21.8,62,1016.9 Hpa,220º (SW),11.1
21/04/2000,12Z,18.8,71,1018.3 Hpa,230º (SW),5.6
21/04/2000,09Z,16.2,79,1018.7 Hpa,calm,0
21/04/2000,06Z,15.6,82,1018.3 Hpa,150º (SE),3.7
20/04/2000,21Z,18.0,74,1018.7 Hpa,210º (SW),9.3
20/04/2000,18Z,22.8,48,1017.4 Hpa,210º (SW),18.5
20/04/2000,15Z,25.0,49,1018.2 Hpa,240º (SW),14.8
20/04/2000,12Z,20.0,72,1020.3 Hpa,calm,0
20/04/2000,09Z,14.0,100,1020.3 Hpa,calm,0
20/04/2000,06Z,12.4,100,1019.2 Hpa,calm,0
19/04/2000,18Z,22.2,62,1019.0 Hpa,240º (SW),20.4
19/04/2000,15Z,23.0,51,1019.7 Hpa,220º (SW),3.7
19/04/2000,12Z,21.0,56,1021.5 Hpa,290º (W),11.1
19/04/2000,09Z,18.0,74,1022.3 Hpa,300º (NW),13.0
19/04/2000,06Z,15.2,93,1021.9 Hpa,210º (SW),3.7
18/04/2000,21Z,16.4,85,1021.9 Hpa,250º (W),16.7
18/04/2000,18Z,18.4,69,1020.3 Hpa,260º (W),29.6
18/04/2000,15Z,19.2,61,1020.4 Hpa,260º (W),31.5
18/04/2000,14Z,18.4,69,1020.3 Hpa,260º (W),29.6
18/04/2000,12Z,19.4,54,1021.5 Hpa,250º (W),27.8
18/04/2000,09Z,15.0,82,1022.0 Hpa,250º (W),13.0
18/04/2000,06Z,10.8,94,1020.9 Hpa,180º (S),3.7
17/04/2000,21Z,15.8,72,1020.4 Hpa,250º (W),9.3
17/04/2000,18Z,18.4,59,1018.7 Hpa,250º (W),24.1
17/04/2000,15Z,19.5,54,1019.1 Hpa,230º (SW),24.1
17/04/2000,12Z,20.2,46,1019.9 Hpa,270º (W),18.5
17/04/2000,09Z,15.6,71,1019.9 Hpa,260º (W),5.6
17/04/2000,06Z,10.7,92,1018.4 Hpa,240º (SW),3.7
16/04/2000,21Z,13.6,70,1012.7 Hpa,270º (W),18.5
16/04/2000,18Z,16.4,69,1008.3 Hpa,280º (W),27.8
16/04/2000,12Z,17.8,54,1003.3 Hpa,240º (SW),27.8
16/04/2000,09Z,13.6,86,1001.9 Hpa,260º (W),11.1
16/04/2000,06Z,13.2,95, 999.5 Hpa,260º (W),13.0
15/04/2000,21Z,14.6,93,1002.7 Hpa,230º (SW),18.5
15/04/2000,18Z,18.2,80,1002.6 Hpa,210º (SW),33.4
15/04/2000,15Z,18.2,80,1002.6 Hpa,210º (SW),33.4
15/04/2000,12Z,17.0,87,1004.5 Hpa,230º (SW),29.6
15/04/2000,09Z,15.0,93,1005.8 Hpa,110º (E),11.1
15/04/2000,06Z,12.4,94,1007.4 Hpa,110º (E),7.4
14/04/2000,18Z,17.2,71,1007.4 Hpa,250º (W),22.2
14/04/2000,15Z,18.0,73,1006.2 Hpa,270º (W),27.8
14/04/2000,12Z,20.6,59,1005.4 Hpa,250º (W),35.2
14/04/2000,09Z,17.4,85,1005.3 Hpa,250º (W),29.6
14/04/2000,06Z,16.0,93,1004.5 Hpa,220º (SW),33.4
13/04/2000,21Z,16.0,68,1008.3 Hpa,210º (SW),20.4
13/04/2000,18Z,16.8,65,1008.3 Hpa,230º (SW),20.4
13/04/2000,15Z,17.0,60,1009.0 Hpa,250º (W),24.1
13/04/2000,12Z,17.0,66,1009.4 Hpa,210º (SW),29.6
13/04/2000,06Z,12.0,88,1009.0 Hpa,180º (S),3.7
12/04/2000,21Z,14.0,75,1011.0 Hpa,220º (SW),11.1
12/04/2000,18Z,17.0,56,1010.6 Hpa,260º (W),13.0
12/04/2000,15Z,17.0,56,1011.1 Hpa,240º (SW),14.8
12/04/2000,12Z,15.8,61,1013.0 Hpa,270º (W),14.8
12/04/2000,09Z,12.8,76,1013.9 Hpa,230º (SW),7.4
12/04/2000,06Z,11.0,80,1013.6 Hpa,200º (S),7.4
11/04/2000,21Z,15.4,58,1014.7 Hpa,280º (W),16.7
11/04/2000,18Z,19.8,41,1013.4 Hpa,260º (W),22.2
11/04/2000,15Z,21.0,37,1013.4 Hpa,290º (W),18.5
11/04/2000,12Z,17.3,52,1014.6 Hpa,290º (W),14.8
11/04/2000,09Z,14.7,67,1014.3 Hpa,280º (W),14.8
11/04/2000,06Z,10.4,84,1013.1 Hpa,220º (SW),7.4
10/04/2000,21Z,14.2,63,1011.9 Hpa,290º (W),22.2
10/04/2000,15Z,21.0,34,1009.0 Hpa,290º (W),27.8
10/04/2000,12Z,19.2,46,1010.2 Hpa,270º (W),24.1
10/04/2000,09Z,16.0,71,1010.3 Hpa,290º (W),24.1
10/04/2000,06Z,12.4,93,1007.9 Hpa,230º (SW),9.3
09/04/2000,21Z,15.6,95,1005.5 Hpa,230º (SW),20.4
09/04/2000,18Z,16.4,89,1004.2 Hpa,220º (SW),25.9
09/04/2000,15Z,20.0,62,1004.2 Hpa,230º (SW),35.2
09/04/2000,12Z,17.0,81,1005.4 Hpa,230º (SW),31.5
09/04/2000,09Z,16.2,91,1005.9 Hpa,200º (S),27.8
09/04/2000,06Z,14.2,97,1005.9 Hpa,160º (S),14.8
08/04/2000,22Z,14.8,83,1009.8 Hpa,180º (S),-
08/04/2000,21Z,14.8,86,1009.8 Hpa,180º (S),11.1
08/04/2000,18Z,16.8,75,1009.1 Hpa,200º (S),24.1
08/04/2000,12Z,18.8,69,1009.0 Hpa,190º (S),22.2
08/04/2000,09Z,16.6,73,1010.3 Hpa,110º (E),13.0
08/04/2000,06Z,13.6,85,1010.3 Hpa,calm,0
07/04/2000,21Z,15.6,74,1012.7 Hpa,150º (SE),18.5
07/04/2000,18Z,20.2,43,1007.0 Hpa,90º (E),24.1
07/04/2000,15Z,21.6,38,1007.0 Hpa,90º (E),40.8
07/04/2000,12Z,20.6,46,1010.2 Hpa,80º (E),37.1
07/04/2000,09Z,15.4,64,1011.1 Hpa,50º (NE),27.8
07/04/2000,06Z,13.2,77,1012.6 Hpa,70º (E),22.2
06/04/2000,21Z,17.8,59,1014.3 Hpa,190º (S),9.3
06/04/2000,18Z,21.6,42,1013.0 Hpa,230º (SW),3.7
06/04/2000,15Z,21.4,46,1014.1 Hpa,40º (NE),7.4
06/04/2000,12Z,18.4,48,1015.9 Hpa,80º (E),11.1
06/04/2000,09Z,13.0,66,1017.4 Hpa,70º (E),18.5
06/04/2000,06Z,8.4,91,1017.1 Hpa,50º (NE),7.4
05/04/2000,21Z,13.6,68,1019.4 Hpa,270º (W),7.4
05/04/2000,18Z,17.5,47,1017.5 Hpa,260º (W),13.0
05/04/2000,15Z,17.4,46,1017.8 Hpa,230º (SW),14.8
05/04/2000,12Z,15.2,46,1019.0 Hpa,330º (NW),5.6
05/04/2000,09Z,10.4,73,1019.1 Hpa,290º (W),3.7
05/04/2000,06Z,7.4,87,1017.1 Hpa,20º (N),3.7
04/04/2000,21Z,11.6,75,1014.2 Hpa,270º (W),16.7
04/04/2000,18Z,15.4,56,1011.5 Hpa,280º (W),25.9
04/04/2000,15Z,17.4,55,1009.4 Hpa,270º (W),24.1
04/04/2000,12Z,15.6,55,1008.3 Hpa,270º (W),22.2
04/04/2000,09Z,12.8,67,1006.2 Hpa,280º (W),20.4
04/04/2000,06Z,9.6,84,1003.1 Hpa,260º (W),18.5
03/04/2000,21Z,13.2,72,1000.6 Hpa,260º (W),16.7
03/04/2000,18Z,15.6,59, 998.2 Hpa,230º (SW),24.1
03/04/2000,15Z,17.2,50, 998.1 Hpa,230º (SW),33.4
03/04/2000,12Z,17.0,50, 998.5 Hpa,230º (SW),27.8
03/04/2000,09Z,13.4,70, 999.0 Hpa,250º (W),14.8
03/04/2000,06Z,9.2,92, 998.2 Hpa,190º (S),9.3
02/04/2000,21Z,11.2,81, 997.1 Hpa,280º (W),22.2
02/04/2000,18Z,12.4,84, 994.2 Hpa,270º (W),27.8
02/04/2000,15Z,16.7,85, 989.7 Hpa,230º (SW),35.2
02/04/2000,12Z,17.4,82, 990.5 Hpa,220º (SW),38.9
02/04/2000,09Z,12.3,96, 991.5 Hpa,230º (SW),14.8
02/04/2000,06Z,15.1,75, 991.8 Hpa,180º (S),31.5
01/04/2000,21Z,15.4,74,1003.1 Hpa,180º (S),9.3
01/04/2000,18Z,18.0,58,1004.2 Hpa,230º (SW),20.4
01/04/2000,15Z,21.4,38,1005.0 Hpa,220º (SW),25.9
01/04/2000,12Z,17.8,61,1007.8 Hpa,220º (SW),5.6
01/04/2000,09Z,12.2,83,1009.9 Hpa,70º (E),5.6
01/04/2000,06Z,9.6,89,1010.3 Hpa,40º (NE),5.6
31/05/2000,21Z,31.0,39,1015.2 Hpa,210º (SW),11.1
31/05/2000,18Z,35.4,27,1014.6 Hpa,270º (W),5.6
31/05/2000,12Z,33.4,30,1016.8 Hpa,360º (N),1.9
31/05/2000,09Z,28.2,43,1017.4 Hpa,60º (NE),1.9
31/05/2000,06Z,21.0,71,1017.3 Hpa,30º (NE),3.7
30/05/2000,21Z,29.6,46,1016.0 Hpa,270º (W),9.3
30/05/2000,18Z,34.8,33,1015.2 Hpa,260º (W),16.7
30/05/2000,15Z,36.2,26,1016.2 Hpa,280º (W),7.4
30/05/2000,12Z,33.2,39,1017.3 Hpa,330º (NW),5.6
30/05/2000,09Z,28.8,46,1018.1 Hpa,60º (NE),9.3
30/05/2000,06Z,22.6,64,1017.8 Hpa,60º (NE),7.4
29/05/2000,21Z,28.8,46,1017.3 Hpa,360º (N),3.7
29/05/2000,18Z,32.7,34,1016.5 Hpa,360º (N),9.3
29/05/2000,15Z,32.5,37,1017.6 Hpa,360º (N),9.3
29/05/2000,12Z,29.3,42,1019.3 Hpa,10º (N),11.1
29/05/2000,09Z,24.9,57,1020.6 Hpa,30º (NE),16.7
29/05/2000,06Z,19.5,76,1020.3 Hpa,30º (NE),9.3
28/05/2000,21Z,26.2,51,1019.4 Hpa,10º (N),11.1
28/05/2000,18Z,30.8,32,1018.1 Hpa,270º (W),11.1
28/05/2000,15Z,29.6,30,1018.8 Hpa,300º (NW),7.4
28/05/2000,12Z,25.6,35,1020.3 Hpa,330º (NW),5.6
28/05/2000,09Z,21.4,43,1020.6 Hpa,30º (NE),7.4
28/05/2000,06Z,15.8,82,1019.8 Hpa,70º (E),3.7
27/05/2000,21Z,22.4,61,1017.8 Hpa,220º (SW),11.1
27/05/2000,18Z,27.0,43,1016.6 Hpa,220º (SW),18.5
27/05/2000,15Z,28.2,36,1017.3 Hpa,260º (W),9.3
27/05/2000,09Z,21.4,60,1019.7 Hpa,340º (N),5.6
27/05/2000,06Z,17.4,85,1019.4 Hpa,10º (N),11.1
26/05/2000,21Z,22.8,63,1017.8 Hpa,calm,0
26/05/2000,18Z,26.0,49,1017.4 Hpa,330º (NW),13.0
26/05/2000,15Z,26.0,55,1017.8 Hpa,300º (NW),9.3
26/05/2000,12Z,24.0,58,1018.4 Hpa,270º (W),1.9
26/05/2000,09Z,21.6,71,1019.4 Hpa,calm,0
26/05/2000,06Z,16.8,89,1019.1 Hpa,calm,0
25/05/2000,21Z,20.8,73,1019.8 Hpa,210º (SW),18.5
25/05/2000,18Z,25.4,53,1018.6 Hpa,220º (SW),24.1
25/05/2000,15Z,25.4,45,1019.4 Hpa,230º (SW),11.1
25/05/2000,12Z,23.0,65,1020.6 Hpa,240º (SW),7.4
25/05/2000,09Z,18.8,73,1021.1 Hpa,110º (E),5.6
25/05/2000,06Z,16.4,93,1020.2 Hpa,calm,0
24/05/2000,21Z,20.0,90,1019.0 Hpa,220º (SW),16.7
24/05/2000,18Z,22.8,82,1017.8 Hpa,210º (SW),22.2
24/05/2000,17Z,22.8,82,1017.8 Hpa,210º (SW),22.2
24/05/2000,12Z,22.0,62,1019.4 Hpa,240º (SW),1.9
24/05/2000,09Z,19.8,81,1019.1 Hpa,calm,0
24/05/2000,06Z,-,0,1018.6 Hpa,10º (N),118.6
23/05/2000,18Z,21.8,64,1017.7 Hpa,200º (S),3.7
23/05/2000,15Z,20.6,60,1016.9 Hpa,200º (S),24.1
23/05/2000,14Z,21.8,64,1017.7 Hpa,200º (S),3.7
23/05/2000,12Z,25.0,51,1017.8 Hpa,230º (SW),7.4
23/05/2000,09Z,22.8,58,1017.8 Hpa,calm,0
23/05/2000,06Z,16.6,87,1017.5 Hpa,20º (N),5.6
22/05/2000,21Z,24.2,51,1015.8 Hpa,210º (SW),5.6
22/05/2000,18Z,27.0,42,1014.6 Hpa,210º (SW),9.3
22/05/2000,15Z,28.0,34,1015.2 Hpa,330º (NW),7.4
22/05/2000,12Z,26.2,36,1016.2 Hpa,90º (E),3.7
22/05/2000,09Z,21.2,58,1016.2 Hpa,90º (E),3.7
22/05/2000,06Z,15.4,89,1015.5 Hpa,30º (NE),5.6
21/05/2000,21Z,22.0,47,1014.2 Hpa,210º (SW),5.6
21/05/2000,18Z,24.8,37,1012.1 Hpa,260º (W),13.0
21/05/2000,15Z,25.6,35,1012.1 Hpa,260º (W),11.1
21/05/2000,12Z,22.0,49,1012.2 Hpa,calm,0
21/05/2000,09Z,19.6,68,1012.6 Hpa,calm,0
21/05/2000,06Z,15.2,86,1011.4 Hpa,calm,0
20/05/2000,21Z,19.6,61,1011.3 Hpa,250º (W),11.1
20/05/2000,18Z,22.0,56,1010.6 Hpa,230º (SW),22.2
20/05/2000,15Z,23.8,51,1010.6 Hpa,250º (W),24.1
20/05/2000,12Z,21.6,66,1011.7 Hpa,240º (SW),18.5
20/05/2000,09Z,20.2,76,1011.7 Hpa,220º (SW),14.8
20/05/2000,06Z,17.4,92,1011.4 Hpa,calm,0
19/05/2000,21Z,23.2,66,1010.6 Hpa,210º (SW),13.0
19/05/2000,18Z,28.6,44,1010.5 Hpa,240º (SW),13.0
19/05/2000,15Z,30.4,37,1011.2 Hpa,230º (SW),18.5
19/05/2000,12Z,26.6,45,1012.9 Hpa,210º (SW),1.9
19/05/2000,09Z,21.6,75,1013.8 Hpa,40º (NE),1.9
19/05/2000,06Z,17.8,93,1013.5 Hpa,210º (SW),5.6
18/05/2000,21Z,23.2,59,1013.3 Hpa,220º (SW),13.0
18/05/2000,18Z,28.0,43,1012.5 Hpa,230º (SW),18.5
18/05/2000,15Z,29.4,29,1012.8 Hpa,200º (S),7.4
18/05/2000,12Z,28.0,37,1014.1 Hpa,260º (W),7.4
18/05/2000,09Z,23.0,57,1014.6 Hpa,210º (SW),3.7
18/05/2000,06Z,18.2,84,1014.3 Hpa,calm,0
17/05/2000,21Z,23.4,66,1014.1 Hpa,220º (SW),13.0
17/05/2000,18Z,28.6,39,1012.9 Hpa,220º (SW),5.6
17/05/2000,15Z,28.3,37,1014.1 Hpa,260º (W),7.4
17/05/2000,12Z,25.3,54,1015.4 Hpa,230º (SW),3.7
17/05/2000,09Z,21.9,59,1016.2 Hpa,230º (SW),7.4
